company_location,company_name,company_size,industry
United Kingdom,Machine Intelligence Group,S,Transportation
Japan,Machine Intelligence Group,S,Education
France,Machine Intelligence Group,S,Telecommunications
India,Quantum Computing Inc,M,Gaming
Ireland,DataVision Ltd,L,Education
Canada,Algorithmic Solutions,M,Consulting
Austria,Digital Transformation LLC,S,Energy
China,Digital Transformation LLC,L,Technology
Sweden,Algorithmic Solutions,S,Consulting
United Kingdom,DataVision Ltd,L,Automotive
Ireland,Cognitive Computing,L,Retail
Finland,Predictive Systems,L,Automotive
Israel,Algorithmic Solutions,M,Finance
Japan,Future Systems,S,Media
Germany,Neural Networks Co,S,Education
Switzerland,Machine Intelligence Group,L,Media
Sweden,TechCorp Inc,L,Transportation
South Korea,DeepTech Ventures,S,Technology
South Korea,Cognitive Computing,M,Energy
Australia,Autonomous Tech,S,Manufacturing
South Korea,Machine Intelligence Group,M,Gaming
France,Future Systems,L,Telecommunications
China,Smart Analytics,M,Gaming
United Kingdom,Autonomous Tech,S,Retail
Denmark,Future Systems,S,Automotive
Sweden,Neural Networks Co,S,Manufacturing
China,Algorithmic Solutions,S,Finance
Canada,Advanced Robotics,L,Energy
United States,Predictive Systems,M,Education
India,Future Systems,M,Gaming
Sweden,Autonomous Tech,L,Media
Austria,Machine Intelligence Group,M,Real Estate
Germany,Autonomous Tech,S,Government
Switzerland,Autonomous Tech,M,Healthcare
France,TechCorp Inc,L,Finance
India,Future Systems,L,Automotive
Japan,Machine Intelligence Group,L,Retail
Norway,Autonomous Tech,M,Automotive
Germany,Neural Networks Co,L,Telecommunications
Japan,DeepTech Ventures,L,Retail
South Korea,DeepTech Ventures,L,Education
Netherlands,AI Innovations,M,Manufacturing
Austria,Cloud AI Solutions,S,Energy
Finland,Advanced Robotics,L,Automotive
China,Autonomous Tech,L,Transportation
Switzerland,DataVision Ltd,M,Media
France,Digital Transformation LLC,S,Consulting
Norway,TechCorp Inc,S,Telecommunications
Israel,Advanced Robotics,M,Government
Austria,Smart Analytics,M,Consulting
United States,Predictive Systems,L,Retail
United States,Smart Analytics,S,Technology
United Kingdom,TechCorp Inc,M,Telecommunications
Finland,Quantum Computing Inc,S,Gaming
Norway,Machine Intelligence Group,M,Education
India,Digital Transformation LLC,M,Manufacturing
Ireland,Smart Analytics,M,Automotive
Sweden,Neural Networks Co,L,Media
Finland,DataVision Ltd,L,Education
Germany,Neural Networks Co,M,Media
Denmark,Advanced Robotics,M,Finance
Canada,TechCorp Inc,S,Real Estate
Denmark,AI Innovations,S,Telecommunications
Finland,DataVision Ltd,L,Government
China,Future Systems,S,Energy
Japan,Digital Transformation LLC,S,Gaming
United States,DataVision Ltd,M,Technology
Germany,Digital Transformation LLC,S,Automotive
South Korea,Algorithmic Solutions,L,Automotive
France,Cloud AI Solutions,M,Gaming
South Korea,Machine Intelligence Group,M,Transportation
Germany,Machine Intelligence Group,S,Gaming
Sweden,Algorithmic Solutions,L,Telecommunications
United States,Quantum Computing Inc,S,Real Estate
Switzerland,Cloud AI Solutions,M,Healthcare
Australia,Autonomous Tech,S,Healthcare
Germany,Future Systems,S,Automotive
Germany,DataVision Ltd,M,Telecommunications
South Korea,Cognitive Computing,S,Consulting
Netherlands,TechCorp Inc,S,Finance
United States,Autonomous Tech,L,Energy
Ireland,Predictive Systems,M,Automotive
Netherlands,Cloud AI Solutions,L,Consulting
United States,Neural Networks Co,S,Technology
France,Neural Networks Co,L,Energy
Ireland,Quantum Computing Inc,M,Media
South Korea,Cloud AI Solutions,M,Education
United Kingdom,DataVision Ltd,L,Technology
Norway,Advanced Robotics,S,Real Estate
Canada,Digital Transformation LLC,S,Real Estate
Finland,Neural Networks Co,M,Government
France,Digital Transformation LLC,M,Telecommunications
Finland,Neural Networks Co,M,Finance
Sweden,Cloud AI Solutions,M,Media
Austria,Predictive Systems,M,Retail
Australia,TechCorp Inc,M,Telecommunications
Israel,Machine Intelligence Group,S,Finance
Switzerland,Smart Analytics,S,Manufacturing
Ireland,Neural Networks Co,L,Finance
India,Algorithmic Solutions,M,Real Estate
United Kingdom,TechCorp Inc,S,Automotive
Singapore,DataVision Ltd,S,Finance
United States,TechCorp Inc,S,Government
Denmark,Cognitive Computing,S,Healthcare
Denmark,Cognitive Computing,L,Consulting
France,DataVision Ltd,M,Automotive
Denmark,Autonomous Tech,M,Telecommunications
United States,Cognitive Computing,S,Consulting
Austria,Advanced Robotics,M,Telecommunications
South Korea,Quantum Computing Inc,M,Automotive
Netherlands,Predictive Systems,M,Automotive
Canada,TechCorp Inc,L,Real Estate
Japan,Neural Networks Co,S,Gaming
Japan,Cloud AI Solutions,M,Media
Sweden,TechCorp Inc,L,Media
Israel,Autonomous Tech,S,Telecommunications
United Kingdom,Machine Intelligence Group,M,Automotive
China,Machine Intelligence Group,M,Gaming
Netherlands,Digital Transformation LLC,L,Energy
Austria,Advanced Robotics,S,Automotive
Israel,Machine Intelligence Group,S,Government
Germany,Cloud AI Solutions,L,Government
Japan,AI Innovations,S,Telecommunications
United States,Machine Intelligence Group,M,Healthcare
France,Cognitive Computing,S,Healthcare
Australia,Future Systems,S,Real Estate
India,Cloud AI Solutions,L,Finance
Canada,Neural Networks Co,S,Real Estate
Finland,Neural Networks Co,L,Telecommunications
United States,Neural Networks Co,M,Energy
Austria,Cognitive Computing,M,Consulting
India,DeepTech Ventures,S,Real Estate
Norway,Cloud AI Solutions,M,Healthcare
South Korea,Predictive Systems,S,Telecommunications
United Kingdom,Cognitive Computing,M,Media
South Korea,Cloud AI Solutions,M,Healthcare
France,DataVision Ltd,L,Retail
Netherlands,TechCorp Inc,S,Energy
Singapore,Smart Analytics,L,Real Estate
Norway,AI Innovations,S,Retail
Australia,DataVision Ltd,M,Telecommunications
United Kingdom,TechCorp Inc,L,Consulting
Sweden,DataVision Ltd,S,Energy
United States,Digital Transformation LLC,S,Energy
Switzerland,Autonomous Tech,M,Real Estate
Japan,Machine Intelligence Group,S,Energy
United Kingdom,Quantum Computing Inc,S,Manufacturing
Austria,AI Innovations,M,Finance
Norway,DataVision Ltd,M,Transportation
Norway,Algorithmic Solutions,S,Telecommunications
France,Algorithmic Solutions,S,Telecommunications
France,Advanced Robotics,L,Healthcare
Norway,Machine Intelligence Group,L,Manufacturing
India,Predictive Systems,S,Transportation
United States,Predictive Systems,S,Healthcare
Norway,Quantum Computing Inc,S,Healthcare
Canada,Digital Transformation LLC,S,Transportation
Canada,AI Innovations,M,Media
Denmark,Neural Networks Co,M,Healthcare
Ireland,Digital Transformation LLC,M,Education
Canada,Smart Analytics,L,Manufacturing
Austria,Machine Intelligence Group,M,Education
Ireland,Machine Intelligence Group,M,Real Estate
Germany,Cloud AI Solutions,S,Consulting
Japan,Future Systems,S,Transportation
Netherlands,Algorithmic Solutions,L,Transportation
Israel,Digital Transformation LLC,S,Technology
Canada,Advanced Robotics,S,Energy
Finland,Autonomous Tech,S,Energy
China,Cloud AI Solutions,S,Automotive
Singapore,Digital Transformation LLC,L,Education
United States,Future Systems,S,Technology
Ireland,Neural Networks Co,L,Government
South Korea,TechCorp Inc,L,Healthcare
China,Cloud AI Solutions,L,Technology
China,Machine Intelligence Group,L,Retail
China,TechCorp Inc,S,Technology
Germany,Future Systems,L,Media
India,DeepTech Ventures,S,Education
Israel,Cognitive Computing,S,Gaming
Singapore,Digital Transformation LLC,L,Consulting
Australia,Cognitive Computing,S,Automotive
United States,Cloud AI Solutions,S,Media
India,AI Innovations,M,Finance
Netherlands,TechCorp Inc,M,Finance
Australia,Cognitive Computing,M,Healthcare
Denmark,Cognitive Computing,S,Transportation
Austria,AI Innovations,S,Media
Israel,Cognitive Computing,S,Retail
Germany,Cognitive Computing,M,Automotive
Switzerland,DeepTech Ventures,L,Healthcare
Germany,DeepTech Ventures,L,Education
Finland,Quantum Computing Inc,S,Telecommunications
United Kingdom,DeepTech Ventures,L,Automotive
United Kingdom,Smart Analytics,S,Retail
India,DeepTech Ventures,M,Media
Sweden,Cloud AI Solutions,M,Healthcare
Austria,Quantum Computing Inc,S,Telecommunications
Switzerland,DeepTech Ventures,L,Energy
South Korea,Algorithmic Solutions,L,Manufacturing
Norway,Smart Analytics,L,Consulting
Germany,Digital Transformation LLC,M,Technology
Finland,DataVision Ltd,S,Transportation
Norway,DeepTech Ventures,L,Finance
Finland,Digital Transformation LLC,L,Technology
Switzerland,Algorithmic Solutions,M,Transportation
Denmark,TechCorp Inc,L,Media
Australia,Cloud AI Solutions,L,Government
United Kingdom,Cloud AI Solutions,S,Technology
Sweden,Smart Analytics,L,Government
India,Quantum Computing Inc,L,Technology
Israel,Cloud AI Solutions,M,Retail
United Kingdom,Advanced Robotics,L,Government
France,Machine Intelligence Group,S,Gaming
Netherlands,Smart Analytics,S,Automotive
Australia,DataVision Ltd,L,Manufacturing
United Kingdom,Algorithmic Solutions,M,Finance
Ireland,Future Systems,L,Education
Singapore,Predictive Systems,S,Consulting
Ireland,DataVision Ltd,L,Healthcare
Canada,Predictive Systems,S,Telecommunications
China,Quantum Computing Inc,S,Manufacturing
Sweden,Digital Transformation LLC,S,Transportation
Germany,Neural Networks Co,L,Retail
Israel,Smart Analytics,S,Finance
Finland,Machine Intelligence Group,M,Finance
Japan,DataVision Ltd,S,Healthcare
China,TechCorp Inc,M,Consulting
India,TechCorp Inc,M,Technology
Singapore,Algorithmic Solutions,M,Telecommunications
India,DeepTech Ventures,L,Telecommunications
Ireland,Future Systems,S,Manufacturing
Israel,Quantum Computing Inc,S,Real Estate
India,AI Innovations,S,Media
Netherlands,Future Systems,S,Media
France,Cloud AI Solutions,M,Healthcare
United Kingdom,TechCorp Inc,M,Government
Canada,Predictive Systems,S,Manufacturing
Singapore,Smart Analytics,L,Government
Ireland,AI Innovations,S,Retail
Japan,Advanced Robotics,S,Automotive
China,Future Systems,M,Media
United Kingdom,Quantum Computing Inc,L,Consulting
Canada,DeepTech Ventures,L,Automotive
United States,Future Systems,L,Government
Canada,Cloud AI Solutions,M,Consulting
Norway,DeepTech Ventures,M,Retail
United States,Algorithmic Solutions,M,Government
Norway,Digital Transformation LLC,M,Energy
Australia,DeepTech Ventures,M,Government
Israel,Machine Intelligence Group,M,Manufacturing
Finland,Algorithmic Solutions,L,Media
Denmark,DataVision Ltd,S,Media
Singapore,DeepTech Ventures,L,Telecommunications
France,TechCorp Inc,M,Education
Finland,AI Innovations,M,Gaming
Ireland,Cloud AI Solutions,S,Telecommunications
Germany,Predictive Systems,L,Gaming
Singapore,TechCorp Inc,M,Telecommunications
South Korea,Advanced Robotics,S,Government
Finland,Smart Analytics,S,Transportation
Netherlands,DataVision Ltd,L,Energy
Netherlands,Digital Transformation LLC,S,Manufacturing
Denmark,DataVision Ltd,S,Technology
Canada,DeepTech Ventures,M,Technology
Israel,Autonomous Tech,L,Media
Ireland,Future Systems,M,Healthcare
Ireland,Quantum Computing Inc,M,Technology
Ireland,Machine Intelligence Group,S,Finance
Netherlands,Algorithmic Solutions,L,Real Estate
Switzerland,Future Systems,S,Healthcare
Singapore,Predictive Systems,L,Transportation
Norway,Predictive Systems,L,Healthcare
Israel,Algorithmic Solutions,L,Telecommunications
France,DataVision Ltd,M,Transportation
Australia,Cognitive Computing,M,Gaming
Finland,Algorithmic Solutions,M,Manufacturing
Japan,AI Innovations,L,Manufacturing
Canada,TechCorp Inc,S,Consulting
Denmark,Quantum Computing Inc,M,Technology
United States,Algorithmic Solutions,S,Media
Finland,Autonomous Tech,M,Media
Norway,Advanced Robotics,M,Technology
Canada,Predictive Systems,M,Gaming
Denmark,DataVision Ltd,M,Finance
Austria,Machine Intelligence Group,M,Government
Canada,Cloud AI Solutions,L,Technology
India,Cognitive Computing,L,Transportation
Denmark,AI Innovations,S,Transportation
Singapore,DeepTech Ventures,M,Telecommunications
South Korea,Future Systems,L,Healthcare
Norway,DataVision Ltd,S,Government
United States,Autonomous Tech,S,Government
Singapore,DataVision Ltd,S,Manufacturing
Austria,Neural Networks Co,L,Technology
Finland,DataVision Ltd,M,Real Estate
South Korea,Digital Transformation LLC,M,Transportation
Netherlands,Autonomous Tech,S,Government
Canada,Autonomous Tech,S,Consulting
Japan,Autonomous Tech,M,Energy
China,Digital Transformation LLC,M,Consulting
Australia,Smart Analytics,M,Real Estate
Australia,DataVision Ltd,L,Healthcare
Japan,Digital Transformation LLC,M,Automotive
France,Predictive Systems,M,Government
Denmark,Cloud AI Solutions,M,Government
China,Predictive Systems,S,Transportation
India,TechCorp Inc,S,Real Estate
South Korea,Advanced Robotics,L,Government
Norway,Digital Transformation LLC,L,Technology
Ireland,AI Innovations,M,Transportation
South Korea,Autonomous Tech,S,Media
Israel,Cloud AI Solutions,L,Consulting
Switzerland,Autonomous Tech,L,Government
India,Smart Analytics,M,Finance
South Korea,TechCorp Inc,M,Government
Norway,DataVision Ltd,M,Manufacturing
Australia,AI Innovations,L,Healthcare
Australia,Neural Networks Co,S,Healthcare
Austria,DataVision Ltd,L,Telecommunications
Canada,DataVision Ltd,S,Healthcare
France,Predictive Systems,M,Finance
South Korea,TechCorp Inc,M,Technology
Singapore,Future Systems,M,Telecommunications
Norway,Neural Networks Co,L,Media
United States,Digital Transformation LLC,L,Education
Netherlands,Quantum Computing Inc,L,Telecommunications
United States,Predictive Systems,L,Technology
Austria,Neural Networks Co,L,Education
Norway,Cloud AI Solutions,M,Media
United Kingdom,Advanced Robotics,M,Healthcare
Ireland,Quantum Computing Inc,L,Gaming
South Korea,Algorithmic Solutions,M,Energy
Austria,TechCorp Inc,L,Telecommunications
Singapore,AI Innovations,S,Media
Austria,Neural Networks Co,M,Technology
Denmark,Quantum Computing Inc,M,Media
Canada,DataVision Ltd,L,Real Estate
Finland,Predictive Systems,L,Energy
Denmark,AI Innovations,S,Government
Sweden,Digital Transformation LLC,L,Consulting
Japan,Smart Analytics,L,Telecommunications
South Korea,Predictive Systems,M,Finance
Austria,Predictive Systems,S,Education
Singapore,DataVision Ltd,L,Healthcare
Sweden,Autonomous Tech,S,Transportation
Denmark,Predictive Systems,S,Consulting
United Kingdom,DeepTech Ventures,L,Media
United Kingdom,AI Innovations,S,Government
Singapore,TechCorp Inc,M,Retail
Denmark,Digital Transformation LLC,L,Automotive
Switzerland,DeepTech Ventures,S,Retail
Netherlands,Neural Networks Co,L,Energy
Norway,TechCorp Inc,L,Real Estate
Denmark,DeepTech Ventures,S,Retail
South Korea,DeepTech Ventures,M,Manufacturing
Netherlands,Cognitive Computing,S,Real Estate
Ireland,TechCorp Inc,M,Gaming
Germany,Machine Intelligence Group,M,Consulting
France,Cognitive Computing,M,Education
Switzerland,Autonomous Tech,L,Media
Canada,Algorithmic Solutions,S,Transportation
Denmark,Autonomous Tech,S,Gaming
Sweden,Digital Transformation LLC,M,Technology
Netherlands,Smart Analytics,L,Consulting
Japan,Smart Analytics,S,Manufacturing
India,DataVision Ltd,S,Transportation
Singapore,Quantum Computing Inc,L,Consulting
Austria,Neural Networks Co,M,Energy
Finland,Future Systems,S,Automotive
Sweden,Cloud AI Solutions,L,Gaming
Ireland,Machine Intelligence Group,M,Energy
South Korea,Digital Transformation LLC,M,Education
India,Digital Transformation LLC,S,Healthcare
Canada,Algorithmic Solutions,S,Gaming
Netherlands,Autonomous Tech,M,Finance
Singapore,Advanced Robotics,L,Automotive
India,Machine Intelligence Group,M,Consulting
Australia,AI Innovations,S,Finance
Switzerland,Autonomous Tech,L,Telecommunications
Japan,DataVision Ltd,L,Healthcare
France,Digital Transformation LLC,S,Manufacturing
France,Advanced Robotics,L,Real Estate
Australia,Smart Analytics,S,Retail
South Korea,Cognitive Computing,S,Education
South Korea,Cloud AI Solutions,M,Retail
China,Machine Intelligence Group,S,Consulting
United States,Advanced Robotics,S,Healthcare
South Korea,Predictive Systems,L,Manufacturing
Israel,Quantum Computing Inc,M,Technology
Japan,Algorithmic Solutions,L,Media
France,Future Systems,M,Gaming
France,Smart Analytics,M,Retail
India,Advanced Robotics,L,Transportation
China,Digital Transformation LLC,S,Energy
Japan,DeepTech Ventures,M,Government
China,Autonomous Tech,M,Retail
United States,AI Innovations,M,Retail
Norway,Neural Networks Co,M,Technology
Israel,DataVision Ltd,M,Automotive
Germany,AI Innovations,M,Government
India,Predictive Systems,S,Education
Germany,Predictive Systems,S,Gaming
United Kingdom,TechCorp Inc,M,Manufacturing
France,Quantum Computing Inc,S,Retail
Denmark,Machine Intelligence Group,L,Retail
Netherlands,DataVision Ltd,S,Energy
Australia,Cognitive Computing,L,Gaming
France,Neural Networks Co,M,Energy
Germany,TechCorp Inc,S,Automotive
Finland,Autonomous Tech,S,Education
Switzerland,Neural Networks Co,M,Automotive
Switzerland,TechCorp Inc,S,Retail
China,AI Innovations,L,Gaming
Australia,AI Innovations,L,Gaming
Denmark,Smart Analytics,S,Real Estate
Australia,Algorithmic Solutions,M,Gaming
Canada,Autonomous Tech,S,Healthcare
Israel,Cognitive Computing,L,Manufacturing
Finland,Machine Intelligence Group,M,Healthcare
