show_id,type,title,release_year,rating,duration,duration_int,duration_type,genres,platform
n293,Movie,Quartet,2012,PG-13,98 min,98,min,['Comedy'],Netflix
n294,Movie,Slay,2021,TV-MA,86 min,86,min,['Comedy'],Netflix
n295,Movie,Takizawa Kabuki ZERO 2020 The Movie,2020,TV-PG,139 min,139,min,['International'],Netflix
n296,Movie,The Paper Tigers,2021,PG-13,111 min,111,min,['Action/Thriller'],Netflix
n297,TV Show,Hit & Run,2021,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n298,TV Show,Navarasa,2021,TV-MA,1 Season,1,season,['TV Shows'],Netflix
n299,Movie,Quam's Money,2020,TV-MA,115 min,115,min,['Comedy'],Netflix
n300,Movie,The Swarm,2021,TV-14,102 min,102,min,['Horror'],Netflix
n301,Movie,Vivo,2021,PG,100 min,100,min,['Kids'],Netflix
n302,Movie,Chennai Express,2013,TV-14,135 min,135,min,['Action/Thriller'],Netflix
n303,Movie,City of God: 10 Years Later,2013,TV-MA,69 min,69,min,['Documentary'],Netflix
n304,Movie,Esperando la carroza,1985,TV-MA,95 min,95,min,['Comedy'],Netflix
n305,Movie,Lady Boss: The Jackie Collins Story,2021,TV-14,97 min,97,min,['Documentary'],Netflix
n306,Movie,Tango Feroz,1993,TV-MA,124 min,124,min,['Drama'],Netflix
n307,Movie,'76,2016,TV-PG,118 min,118,min,['Drama'],Netflix
n308,Movie,Aftermath,2021,TV-MA,115 min,115,min,['Horror'],Netflix
n309,Movie,American Masters: Inventing David Geffen,2012,TV-MA,115 min,115,min,['Movies'],Netflix
n310,TV Show,Car Masters: Rust to Riches,2021,TV-PG,3 Seasons,3,season,['Reality'],Netflix
n311,TV Show,Cocaine Cowboys: The Kings of Miami,2021,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n312,TV Show,Control Z,2021,TV-MA,2 Seasons,2,season,['International'],Netflix
n313,TV Show,Cooking With Paris,2021,TV-MA,1 Season,1,season,['Reality'],Netflix
n314,TV Show,Autumn's Concerto,2009,TV-14,1 Season,1,season,['International'],Netflix
n315,Movie,Heavy,1995,R,104 min,104,min,['Drama'],Netflix
n316,Movie,Ije: The Journey,2010,TV-MA,106 min,106,min,['Drama'],Netflix
n317,TV Show,Office Girls,2011,TV-14,1 Season,1,season,['International'],Netflix
n318,Movie,Pray Away,2021,PG-13,102 min,102,min,['Documentary'],Netflix
n319,Movie,Shiny_Flakes: The Teenage Drug Lord,2021,TV-MA,97 min,97,min,['Documentary'],Netflix
n320,TV Show,The Prince Who Turns into a Frog,2005,TV-14,1 Season,1,season,['International'],Netflix
n321,TV Show,Top Secret UFO Projects: Declassified,2021,TV-PG,1 Season,1,season,['Documentary'],Netflix
n322,TV Show,Two Fathers,2013,TV-14,1 Season,1,season,['International'],Netflix
n323,TV Show,You're My Destiny,2008,TV-MA,1 Season,1,season,['International'],Netflix
n324,TV Show,30 Rock,2012,TV-14,7 Seasons,7,season,['Comedy'],Netflix
n325,TV Show,44 Cats,2020,TV-Y7,3 Seasons,3,season,"['""Kids TV""']",Netflix
n326,Movie,Beethoven,1992,PG,87 min,87,min,['Kids'],Netflix
n327,Movie,Beethoven's 2nd,1993,PG,88 min,88,min,['Kids'],Netflix
n328,Movie,Beowulf,2007,PG-13,114 min,114,min,['Action/Thriller'],Netflix
n329,Movie,Boyka: Undisputed,2016,R,90 min,90,min,['Action/Thriller'],Netflix
n330,Movie,Catch Me If You Can,2002,PG-13,142 min,142,min,['Drama'],Netflix
n331,Movie,Cloudy with a Chance of Meatballs,2009,PG,90 min,90,min,['Kids'],Netflix
n332,TV Show,Darwin’s Game,2020,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n333,Movie,Deep Blue Sea,1999,R,105 min,105,min,['Action/Thriller'],Netflix
n334,Movie,Ferris Bueller's Day Off,1986,PG-13,103 min,103,min,['Drama'],Netflix
n335,Movie,Five Feet Apart,2019,PG-13,116 min,116,min,['Drama'],Netflix
n336,Movie,Freedomland,2006,R,113 min,113,min,['Drama'],Netflix
n337,TV Show,Friday Night Lights,2010,TV-14,5 Seasons,5,season,['Drama'],Netflix
n338,Movie,Good Luck Chuck,2007,R,99 min,99,min,['Comedy'],Netflix
n339,TV Show,Hunter X Hunter (2011),2014,TV-14,6 Seasons,6,season,['Sci-Fi/Fantasy'],Netflix
n340,Movie,I missed you: Director's Cut,2021,TV-14,96 min,96,min,['Drama'],Netflix
n341,Movie,Inception,2010,PG-13,148 min,148,min,['Action/Thriller'],Netflix
n342,Movie,Magnolia,1999,R,189 min,189,min,['Drama'],Netflix
n343,Movie,Major Payne,1995,PG-13,97 min,97,min,['Comedy'],Netflix
n344,Movie,My Girl,1991,PG-13,102 min,102,min,['Drama'],Netflix
n345,Movie,My Girl 2,1994,PG,99 min,99,min,['Kids'],Netflix
n346,Movie,Open Season: Scared Silly,2015,PG,85 min,85,min,['Kids'],Netflix
n347,Movie,Pineapple Express,2008,R,112 min,112,min,['Action/Thriller'],Netflix
n348,Movie,Planet 51,2009,PG,91 min,91,min,['Kids'],Netflix
n349,Movie,Poms,2019,PG-13,91 min,91,min,['Comedy'],Netflix
n350,Movie,Seabiscuit,2003,PG-13,141 min,141,min,['Drama'],Netflix
n351,Movie,Space Cowboys,2000,PG-13,130 min,130,min,['Action/Thriller'],Netflix
n352,Movie,Team America: World Police,2004,R,98 min,98,min,['Action/Thriller'],Netflix
n353,Movie,The Edge of Seventeen,2016,R,105 min,105,min,['Comedy'],Netflix
n354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,101 min,101,min,['Horror'],Netflix
n355,Movie,The Last Boy Scout,1991,R,105 min,105,min,['Action/Thriller'],Netflix
n356,Movie,The Lincoln Lawyer,2011,R,118 min,118,min,['Drama'],Netflix
n357,Movie,The Losers,2010,PG-13,97 min,97,min,['Action/Thriller'],Netflix
n358,Movie,The Machinist,2004,R,102 min,102,min,['Drama'],Netflix
n359,Movie,The Net,1995,PG-13,114 min,114,min,['Action/Thriller'],Netflix
n360,Movie,The Original Kings of Comedy,2000,R,111 min,111,min,['Comedy'],Netflix
n361,Movie,Valentine's Day,2010,PG-13,125 min,125,min,['Comedy'],Netflix
n362,TV Show,Charmed,2021,TV-14,3 Seasons,3,season,['Drama'],Netflix
n363,Movie,The Lost Café,2018,TV-14,76 min,76,min,['Drama'],Netflix
n364,Movie,The Vault,2021,R,118 min,118,min,['Action/Thriller'],Netflix
n365,TV Show,Centaurworld,2021,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n366,Movie,Eyes of a Thief,2014,TV-14,103 min,103,min,['Drama'],Netflix
n367,TV Show,Glow Up,2021,TV-14,3 Seasons,3,season,['International'],Netflix
n368,Movie,I'm Glad I Did,2020,TV-14,114 min,114,min,['Documentary'],Netflix
n369,TV Show,Khawatir,2009,TV-14,1 Season,1,season,['International'],Netflix
n370,TV Show,Myth & Mogul: John DeLorean,2021,TV-14,1 Season,1,season,['International'],Netflix
n371,TV Show,Outer Banks,2021,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n372,Movie,Pomegranates and Myrrh,2009,TV-14,95 min,95,min,['Drama'],Netflix
n373,Movie,Rurouni Kenshin: The Beginning,2021,TV-MA,138 min,138,min,['Action/Thriller'],Netflix
n374,Movie,The Last Mercenary,2021,TV-MA,112 min,112,min,['Action/Thriller'],Netflix
n375,Movie,Flower Girl,2013,TV-PG,94 min,94,min,['Comedy'],Netflix
n376,Movie,Resort to Love,2021,TV-14,102 min,102,min,['Comedy'],Netflix
n377,TV Show,Transformers: War for Cybertron: Kingdom,2021,TV-Y7,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n378,Movie,Bartkowiak,2021,TV-MA,92 min,92,min,['Action/Thriller'],Netflix
n379,Movie,Fantastic Fungi,2019,TV-14,81 min,81,min,['Documentary'],Netflix
n380,TV Show,Tattoo Redo,2021,TV-MA,1 Season,1,season,['Reality'],Netflix
n381,TV Show,The Flash,2021,TV-14,7 Seasons,7,season,['Action/Thriller'],Netflix
n382,TV Show,The Snitch Cartel: Origins,2021,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n383,TV Show,All American,2021,TV-14,3 Seasons,3,season,['Drama'],Netflix
n384,Movie,Department,2012,TV-MA,143 min,143,min,['Action/Thriller'],Netflix
n385,Movie,Hostage House,2021,TV-14,86 min,86,min,['Action/Thriller'],Netflix
n386,TV Show,How to Sell Drugs Online (Fast),2021,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n387,TV Show,Mighty Express,2021,TV-Y,4 Seasons,4,season,"['""Kids TV""']",Netflix
n388,Movie,Mimi,2021,TV-14,132 min,132,min,['Comedy'],Netflix
n389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,2021,TV-MA,1 Season,1,season,['Comedy'],Netflix
n390,Movie,The Operative,2019,TV-MA,117 min,117,min,['Drama'],Netflix
n391,TV Show,The Walking Dead,2019,TV-MA,10 Seasons,10,season,['Drama'],Netflix
n392,TV Show,Wynonna Earp,2020,TV-MA,4 Seasons,4,season,['International'],Netflix
n393,Movie,Django Unchained,2012,R,165 min,165,min,['Action/Thriller'],Netflix
n394,Movie,A Second Chance:  Rivals!,2021,PG,91 min,91,min,['Kids'],Netflix
n395,Movie,African America,2021,TV-MA,97 min,97,min,['Drama'],Netflix
n396,Movie,Bankrolled,2021,TV-MA,97 min,97,min,['Comedy'],Netflix
n397,Movie,Blood Red Sky,2021,TV-MA,123 min,123,min,['Action/Thriller'],Netflix
n398,TV Show,Feels Like Ishq,2021,TV-MA,1 Season,1,season,['International'],Netflix
n399,Movie,Kingdom: Ashin of the North,2021,TV-MA,94 min,94,min,['Horror'],Netflix
n400,TV Show,Masters of the Universe: Revelation,2021,TV-PG,1 Season,1,season,['Action/Thriller'],Netflix
n401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,2021,TV-PG,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n402,TV Show,Sky Rojo,2021,TV-MA,2 Seasons,2,season,['International'],Netflix
n403,Movie,The Last Letter From Your Lover,2021,TV-MA,111 min,111,min,['Drama'],Netflix
n404,TV Show,The Movies That Made Us,2021,TV-MA,2 Seasons,2,season,['Documentary'],Netflix
n405,Movie,9to5: The Story of a Movement,2021,TV-MA,85 min,85,min,['Documentary'],Netflix
n406,Movie,Chhota Bheem - Dinosaur World,2015,TV-Y,65 min,65,min,['Kids'],Netflix
n407,Movie,Chhota Bheem - Neeli Pahaadi,2013,TV-Y7,64 min,64,min,['Kids'],Netflix
n408,Movie,Chhota Bheem & Ganesh,2009,TV-Y7,68 min,68,min,['Kids'],Netflix
n409,Movie,Chhota Bheem & Krishna: Mayanagari,2011,TV-Y7,67 min,67,min,['Kids'],Netflix
n410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,TV-Y7,66 min,66,min,['Kids'],Netflix
n411,Movie,Chhota Bheem And The Broken Amulet,2013,TV-Y7,64 min,64,min,['Kids'],Netflix
n412,Movie,Chhota Bheem And The Crown of Valhalla,2013,TV-Y7,64 min,64,min,['Kids'],Netflix
n413,Movie,Chhota Bheem and the Incan Adventure,2013,TV-Y7,65 min,65,min,['Kids'],Netflix
n414,Movie,Chhota Bheem and The ShiNobi Secret,2013,TV-Y7,64 min,64,min,['Kids'],Netflix
n415,Movie,Chhota Bheem Aur Hanuman,2012,TV-Y7,68 min,68,min,['Kids'],Netflix
n416,Movie,Chhota Bheem aur Krishna,2009,TV-Y7,68 min,68,min,['Kids'],Netflix
n417,Movie,Chhota Bheem aur Krishna vs Zimbara,2013,TV-Y7,64 min,64,min,['Kids'],Netflix
n418,Movie,Chhota Bheem in African Safari,2015,TV-Y7,62 min,62,min,['Kids'],Netflix
n419,Movie,Chhota Bheem Ka Roosi Romanch,2019,TV-Y,63 min,63,min,['Kids'],Netflix
n420,Movie,Chhota Bheem: Bheem vs Aliens,2010,TV-Y7,69 min,69,min,['Kids'],Netflix
n421,Movie,Chhota Bheem: Dholakpur to Kathmandu,2012,TV-Y7,70 min,70,min,['Kids'],Netflix
n422,Movie,Chhota Bheem: Dus Pe Dus,2014,TV-Y7,63 min,63,min,['Kids'],Netflix
n423,Movie,Chhota Bheem: Journey to Petra,2011,TV-Y7,68 min,68,min,['Kids'],Netflix
n424,Movie,Chhota Bheem: Master of Shaolin,2011,TV-Y7,74 min,74,min,['Kids'],Netflix
n425,Movie,Chhota Bheem: The Rise of Kirmada,2012,TV-Y7,68 min,68,min,['Kids'],Netflix
n426,TV Show,Chicago Med,2019,TV-14,5 Seasons,5,season,['Drama'],Netflix
n427,Movie,Cousins,2021,TV-MA,99 min,99,min,['Drama'],Netflix
n428,Movie,Wannabe Courageous,2019,TV-14,90 min,90,min,['Comedy'],Netflix
n429,Movie,Words Bubble Up Like Soda Pop,2021,TV-G,87 min,87,min,['Sci-Fi/Fantasy'],Netflix
n430,Movie,Sanitation Day,2020,TV-14,105 min,105,min,['Drama'],Netflix
n431,TV Show,Sexy Beasts,2021,TV-14,1 Season,1,season,['International'],Netflix
n432,TV Show,Too Hot to Handle: Brazil,2021,TV-MA,1 Season,1,season,['International'],Netflix
n433,Movie,Trollhunters: Rise of the Titans,2021,TV-Y7,106 min,106,min,['Kids'],Netflix
n434,Movie,Milkwater,2020,TV-MA,102 min,102,min,['Comedy'],Netflix
n435,TV Show,Okupas,2020,TV-MA,1 Season,1,season,['Drama'],Netflix
n436,TV Show,Touch Your Heart,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n437,Movie,The Tambour of Retribution,2021,TV-14,91 min,91,min,['Drama'],Netflix
n438,Movie,Cosmic Sin,2021,R,88 min,88,min,['Action/Thriller'],Netflix
n439,Movie,2 Weeks in Lagos,2020,TV-PG,107 min,107,min,['Drama'],Netflix
n440,Movie,Deep,2021,TV-MA,101 min,101,min,['Drama'],Netflix
n441,TV Show,Explained,2021,TV-MA,3 Seasons,3,season,['Documentary'],Netflix
n442,Movie,Fear Street Part 3: 1666,2021,R,114 min,114,min,['Horror'],Netflix
n443,TV Show,Johnny Test,2021,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n444,Movie,La ley de Herodes,1999,R,123 min,123,min,['Comedy'],Netflix
n445,TV Show,Naomi Osaka,2021,TV-14,1 Season,1,season,['Documentary'],Netflix
n446,Movie,The Beguiled,2017,R,94 min,94,min,['Drama'],Netflix
n447,Movie,The Book of Henry,2017,PG-13,105 min,105,min,['Drama'],Netflix
n448,Movie,The Twilight Saga: Breaking Dawn: Part 1,2011,PG-13,117 min,117,min,['Drama'],Netflix
n449,Movie,The Twilight Saga: Breaking Dawn: Part 2,2012,PG-13,115 min,115,min,['Drama'],Netflix
n450,Movie,The Twilight Saga: Eclipse,2010,PG-13,124 min,124,min,['Drama'],Netflix
n451,Movie,The Twilight Saga: New Moon,2009,PG-13,131 min,131,min,['Drama'],Netflix
n452,Movie,Twilight,2008,PG-13,122 min,122,min,['Action/Thriller'],Netflix
n453,Movie,A Perfect Fit,2021,TV-PG,113 min,113,min,['Comedy'],Netflix
n454,TV Show,BEASTARS,2021,TV-MA,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n455,Movie,Cheech & Chong's Still Smokin,1983,TV-MA,91 min,91,min,['Comedy'],Netflix
n456,Movie,Emicida: AmarElo - Live in São Paulo,2021,TV-MA,100 min,100,min,['Documentary'],Netflix
n457,TV Show,Her Private Life,2019,TV-14,1 Season,1,season,['International'],Netflix
n458,Movie,Lift Like a Girl,2021,TV-PG,93 min,93,min,['Documentary'],Netflix
n459,Movie,My Amanda,2021,TV-14,90 min,90,min,['Drama'],Netflix
n460,TV Show,Never Have I Ever,2021,TV-14,2 Seasons,2,season,['Comedy'],Netflix
n461,Movie,Surf's Up,2007,PG,86 min,86,min,['Kids'],Netflix
n462,Movie,The Unknown Saint,2019,TV-14,100 min,100,min,['Comedy'],Netflix
n463,Movie,This Changes Everything,2019,TV-MA,96 min,96,min,['Documentary'],Netflix
n464,Movie,A Classic Horror Story,2021,TV-MA,95 min,95,min,['Horror'],Netflix
n465,Movie,Gunpowder Milkshake,2021,R,115 min,115,min,['Action/Thriller'],Netflix
n466,TV Show,Heist,2021,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n467,TV Show,My Unorthodox Life,2021,TV-MA,1 Season,1,season,['Reality'],Netflix
n468,Movie,Private Network: Who Killed Manuel Buendía?,2021,TV-MA,100 min,100,min,['Documentary'],Netflix
n469,Movie,The Guide to the Perfect Family,2021,TV-MA,102 min,102,min,['Comedy'],Netflix
n470,Movie,American Woman,2019,TV-MA,87 min,87,min,['Drama'],Netflix
n471,Movie,Bridgerton - The Afterparty,2021,TV-14,39 min,39,min,['Movies'],Netflix
n472,Movie,Day of Destiny,2021,TV-PG,110 min,110,min,['Kids'],Netflix
n473,TV Show,Ridley Jones,2021,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n474,Movie,Born to Play,2020,TV-MA,93 min,93,min,['Documentary'],Netflix
n475,Movie,American Ultra,2015,R,96 min,96,min,['Action/Thriller'],Netflix
n476,Movie,The Stand-Up,2019,TV-MA,93 min,93,min,['Comedy'],Netflix
n477,Movie,The Tour,2016,TV-MA,93 min,93,min,['Comedy'],Netflix
n478,TV Show,Atypical,2021,TV-14,4 Seasons,4,season,['Comedy'],Netflix
n479,TV Show,Biohackers,2021,TV-MA,2 Seasons,2,season,['International'],Netflix
n480,Movie,Fear Street Part 2: 1978,2021,R,111 min,111,min,['Horror'],Netflix
n481,Movie,Finding Hubby,2020,TV-14,105 min,105,min,['Comedy'],Netflix
n482,Movie,How I Became a Superhero,2021,TV-MA,101 min,101,min,['Action/Thriller'],Netflix
n483,TV Show,How to Become a Tyrant,2021,TV-MA,1 Season,1,season,['Documentary'],Netflix
n484,Movie,Last Summer,2021,TV-MA,102 min,102,min,['Drama'],Netflix
n485,Movie,Lee Su-geun: The Sense Coach,2021,TV-G,46 min,46,min,['Comedy'],Netflix
n486,Movie,Lethal Love,2021,TV-14,89 min,89,min,['Action/Thriller'],Netflix
n487,Movie,Ratchet and Clank,2016,PG,94 min,94,min,['Kids'],Netflix
n488,TV Show,The Cook of Castamar,2021,TV-MA,1 Season,1,season,['International'],Netflix
n489,TV Show,Virgin River,2021,TV-14,3 Seasons,3,season,['Drama'],Netflix
n490,Movie,Back to Q82,2017,TV-14,104 min,104,min,['Comedy'],Netflix
n491,TV Show,Elize Matsunaga: Once Upon a Crime,2021,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n492,Movie,Home Again,2017,PG-13,97 min,97,min,['Comedy'],Netflix
n493,Movie,Midnight Sun,2018,PG-13,91 min,91,min,['Drama'],Netflix
n494,TV Show,RESIDENT EVIL: Infinite Darkness,2021,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n495,Movie,Rock the Kasbah,2015,R,106 min,106,min,['Comedy'],Netflix
n496,Movie,Awon Boyz,2019,TV-MA,38 min,38,min,['Documentary'],Netflix
n497,Movie,Brick Mansions,2014,PG-13,90 min,90,min,['Action/Thriller'],Netflix
n498,TV Show,Cat People,2021,TV-14,1 Season,1,season,['Documentary'],Netflix
n499,Movie,Clash,2020,TV-MA,87 min,87,min,['Drama'],Netflix
n500,TV Show,Dogs,2021,TV-PG,2 Seasons,2,season,['Documentary'],Netflix
n501,Movie,Major Grom: Plague Doctor,2021,TV-MA,138 min,138,min,['Action/Thriller'],Netflix
n502,Movie,Mama Drama,2020,TV-MA,105 min,105,min,['Drama'],Netflix
n503,Movie,Tango With Me,2010,TV-14,104 min,104,min,['Drama'],Netflix
n504,TV Show,The Mire,2021,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n505,TV Show,The War Next-door,2021,TV-MA,1 Season,1,season,['International'],Netflix
n506,Movie,Therapy,2020,TV-PG,85 min,85,min,['Drama'],Netflix
n507,Movie,This Little Love Of Mine,2021,TV-G,92 min,92,min,['International'],Netflix
n508,Movie,Three Thieves,2019,TV-14,108 min,108,min,['Comedy'],Netflix
n509,Movie,A Land Imagined,2019,TV-MA,95 min,95,min,['Drama'],Netflix
n510,TV Show,Ask the StoryBots,2019,TV-Y,3 Seasons,3,season,"['""Kids TV""']",Netflix
n511,TV Show,Between,2016,TV-14,2 Seasons,2,season,['International'],Netflix
n512,TV Show,Chelsea,2017,TV-MA,2 Seasons,2,season,['Comedy'],Netflix
n513,TV Show,Code Lyoko,2007,TV-Y7,4 Seasons,4,season,"['""Kids TV""']",Netflix
n514,TV Show,Colony,2018,TV-14,3 Seasons,3,season,['Action/Thriller'],Netflix
n515,TV Show,Cuckoo,2019,TV-MA,5 Seasons,5,season,['International'],Netflix
n516,TV Show,Derry Girls,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n517,TV Show,Girl from Nowhere,2021,TV-MA,2 Seasons,2,season,['International'],Netflix
n518,TV Show,Good Morning Call,2017,TV-14,2 Seasons,2,season,['International'],Netflix
n519,Movie,Har Kisse Ke Hisse: Kaamyaab,2020,TV-14,105 min,105,min,['Drama'],Netflix
n520,TV Show,I AM A KILLER,2020,TV-MA,2 Seasons,2,season,['International'],Netflix
n521,TV Show,I Think You Should Leave with Tim Robinson,2021,TV-MA,2 Seasons,2,season,['Comedy'],Netflix
n522,TV Show,Kim's Convenience,2021,TV-MA,5 Seasons,5,season,['International'],Netflix
n523,TV Show,Larva,2015,TV-Y7,3 Seasons,3,season,"['""Kids TV""']",Netflix
n524,TV Show,Marcella,2019,TV-MA,3 Seasons,3,season,['International'],Netflix
n525,TV Show,Midnight Diner: Tokyo Stories,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n526,TV Show,My Little Pony: Friendship Is Magic,2018,TV-Y,8 Seasons,8,season,"['""Kids TV""']",Netflix
n527,TV Show,Orange Is the New Black,2019,TV-MA,7 Seasons,7,season,['Comedy'],Netflix
n528,TV Show,Puffin Rock,2016,TV-Y,2 Seasons,2,season,"['""Kids TV""']",Netflix
n529,Movie,Rehmataan,2012,TV-14,116 min,116,min,['Drama'],Netflix
n530,Movie,Return of the Prodigal Son,1976,TV-MA,124 min,124,min,['Drama'],Netflix
n531,TV Show,Richie Rich,2015,TV-G,2 Seasons,2,season,"['""Kids TV""']",Netflix
n532,Movie,Rise: Ini Kalilah,2018,TV-PG,101 min,101,min,['Drama'],Netflix
n533,TV Show,Scream,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n534,TV Show,Shtisel,2021,TV-14,3 Seasons,3,season,['International'],Netflix
n535,Movie,Si Doel the Movie 2,2019,TV-G,95 min,95,min,['Drama'],Netflix
n536,TV Show,Some Assembly Required,2015,TV-Y,2 Seasons,2,season,"['""Kids TV""']",Netflix
n537,TV Show,Tales by Light,2018,TV-14,3 Seasons,3,season,['Documentary'],Netflix
n538,TV Show,Terrace House: Opening New Doors,2018,TV-14,6 Seasons,6,season,['International'],Netflix
n539,TV Show,The A List,2021,TV-PG,2 Seasons,2,season,['International'],Netflix
n540,TV Show,The New Legends of Monkey,2020,TV-PG,2 Seasons,2,season,"['""Kids TV""']",Netflix
n541,TV Show,The Worst Witch,2020,TV-G,4 Seasons,4,season,['International'],Netflix
n542,Movie,Truckbhar Swapna,2018,TV-14,128 min,128,min,['Comedy'],Netflix
n543,Movie,Ujala,1959,TV-14,143 min,143,min,['Drama'],Netflix
n544,TV Show,Undercover,2020,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n545,TV Show,Workin' Moms,2021,TV-MA,5 Seasons,5,season,['International'],Netflix
n546,TV Show,YooHoo to the Rescue,2020,TV-Y,3 Seasons,3,season,"['""Kids TV""']",Netflix
n547,TV Show,You Are My Spring,2021,TV-14,1 Season,1,season,['International'],Netflix
n548,TV Show,We the People,2021,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n549,TV Show,Grey's Anatomy,2020,TV-14,17 Seasons,17,season,['Drama'],Netflix
n550,TV Show,Big Timber,2020,TV-14,1 Season,1,season,['International'],Netflix
n551,Movie,Fear Street Part 1: 1994,2021,R,107 min,107,min,['Horror'],Netflix
n552,Movie,Haseen Dillruba,2021,TV-MA,136 min,136,min,['International'],Netflix
n553,Movie,Holiday on Mars,2020,TV-MA,94 min,94,min,['Comedy'],Netflix
n554,TV Show,Mortel,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n555,Movie,RattleSnake - The Ahanna Story,2020,TV-MA,136 min,136,min,['Drama'],Netflix
n556,Movie,Snowpiercer,2013,R,126 min,126,min,['Action/Thriller'],Netflix
n557,Movie,The 8th Night,2021,TV-14,116 min,116,min,['Horror'],Netflix
n558,Movie,Winchester,2018,PG-13,100 min,100,min,['Horror'],Netflix
n559,Movie,6 Bullets,2012,R,115 min,115,min,['Action/Thriller'],Netflix
n560,Movie,Air Force One,1997,R,125 min,125,min,['Action/Thriller'],Netflix
