job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
Computer Vision Engineer,94894,EUR,EN,PT,Autonomous Tech,50,Associate,1,2025-03-02,2025-04-13,1931,8.5,Netherlands
Autonomous Systems Engineer,91611,USD,SE,CT,Digital Transformation LLC,0,Associate,5,2024-09-08,2024-11-12,1885,7.0,Israel
NLP Engineer,285880,EUR,EX,FL,Smart Analytics,50,Master,18,2024-04-15,2024-05-08,1537,9.2,Canada
AI Architect,115263,GBP,MI,FL,Machine Intelligence Group,50,Bachelor,3,2025-01-25,2025-02-22,1423,6.9,United Kingdom
Research Scientist,51882,USD,MI,CT,Quantum Computing Inc,50,Associate,3,2024-02-07,2024-03-23,1379,9.0,China
Data Scientist,82051,EUR,MI,PT,Predictive Systems,100,Master,2,2025-04-20,2025-05-24,1220,6.1,Canada
ML Ops Engineer,122331,USD,SE,FL,Cognitive Computing,0,PhD,5,2025-02-08,2025-03-07,503,5.7,Canada
AI Product Manager,159643,USD,SE,PT,Digital Transformation LLC,100,Master,5,2024-01-27,2024-03-03,951,5.3,United States
Research Scientist,254305,GBP,EX,FL,DeepTech Ventures,50,Bachelor,15,2024-03-09,2024-03-26,1534,9.4,United Kingdom
Data Analyst,52027,USD,MI,PT,Smart Analytics,100,Master,2,2024-04-18,2024-05-18,2036,5.7,South Korea
Robotics Engineer,43072,USD,EN,PT,Future Systems,100,Associate,0,2025-01-15,2025-03-10,700,8.3,United Kingdom
Research Scientist,87011,EUR,MI,FL,Future Systems,50,PhD,4,2025-03-30,2025-05-13,2261,8.5,India
AI Research Scientist,36734,USD,EN,FL,AI Innovations,100,Master,1,2024-10-11,2024-11-14,1214,9.2,China
Head of AI,84897,USD,MI,CT,TechCorp Inc,0,Associate,3,2024-10-07,2024-12-12,2463,5.9,Ireland
AI Research Scientist,173839,USD,SE,FL,Neural Networks Co,100,Bachelor,5,2025-02-04,2025-03-26,2409,5.1,United States
ML Ops Engineer,59357,USD,EN,FT,DeepTech Ventures,0,Master,0,2024-03-22,2024-04-13,2247,8.5,Israel
Data Scientist,51431,USD,EN,FL,Digital Transformation LLC,100,Associate,0,2024-06-20,2024-07-20,2424,8.7,United Kingdom
Autonomous Systems Engineer,96506,USD,SE,FT,Cloud AI Solutions,100,PhD,5,2024-07-03,2024-07-27,2137,8.6,Ireland
Data Analyst,59198,USD,EN,FT,Algorithmic Solutions,50,Master,1,2025-04-27,2025-06-09,2008,5.6,Switzerland
Machine Learning Engineer,223757,EUR,EX,FL,Smart Analytics,0,PhD,12,2025-03-29,2025-05-28,1269,7.3,Germany
Deep Learning Engineer,74322,EUR,EN,FT,Advanced Robotics,0,Bachelor,1,2024-12-16,2025-01-08,2090,7.9,France
Research Scientist,120749,USD,MI,FL,Cognitive Computing,50,Associate,2,2024-07-01,2024-08-30,1860,6.5,Netherlands
NLP Engineer,138212,USD,EX,FT,Future Systems,50,Master,15,2024-02-19,2024-03-25,1176,5.6,Finland
Robotics Engineer,199039,USD,EX,PT,AI Innovations,0,Master,15,2024-09-19,2024-10-16,1566,6.2,Canada
AI Specialist,105699,USD,SE,FL,AI Innovations,0,PhD,6,2025-02-11,2025-03-23,593,6.6,Sweden
Research Scientist,38497,USD,EN,FL,DataVision Ltd,100,Bachelor,0,2025-03-06,2025-05-09,2043,7.7,Japan
AI Product Manager,63141,USD,MI,CT,Digital Transformation LLC,100,Associate,3,2024-12-09,2025-02-08,1662,5.2,Japan
AI Specialist,87871,USD,SE,CT,AI Innovations,100,Master,9,2025-02-02,2025-04-16,906,9.1,United Kingdom
Research Scientist,255678,USD,EX,CT,DataVision Ltd,0,Bachelor,18,2024-04-12,2024-06-08,2029,7.3,Australia
Data Analyst,132056,EUR,SE,CT,Digital Transformation LLC,0,Master,7,2024-10-05,2024-10-23,1085,6.5,Netherlands
AI Research Scientist,146085,USD,SE,FT,Cognitive Computing,100,Associate,6,2024-11-09,2025-01-14,1642,6.4,United States
Data Engineer,85037,USD,MI,CT,DeepTech Ventures,50,Master,3,2024-10-17,2024-12-05,931,8.0,Sweden
AI Product Manager,42661,USD,EN,PT,Digital Transformation LLC,0,Bachelor,1,2024-12-25,2025-01-13,783,8.0,Ireland
Deep Learning Engineer,119706,USD,SE,FL,Neural Networks Co,50,Associate,7,2024-09-13,2024-10-06,2429,5.9,Israel
Computer Vision Engineer,110064,USD,EX,PT,Smart Analytics,100,Bachelor,10,2024-10-10,2024-12-17,546,9.8,Singapore
Research Scientist,91090,USD,SE,FT,Smart Analytics,100,Associate,9,2025-01-28,2025-02-12,1136,6.2,China
Principal Data Scientist,80307,EUR,MI,FL,Advanced Robotics,50,Master,4,2024-08-28,2024-10-11,2097,7.4,Norway
AI Product Manager,107321,EUR,MI,PT,Autonomous Tech,0,Master,3,2025-03-04,2025-04-14,1012,7.6,Ireland
Head of AI,59373,USD,EN,CT,DataVision Ltd,0,PhD,0,2024-07-17,2024-08-28,1833,5.3,Austria
Machine Learning Researcher,65191,EUR,EN,PT,Predictive Systems,0,Master,0,2024-01-20,2024-02-21,1652,6.5,France
Robotics Engineer,152969,USD,EX,FL,Advanced Robotics,0,Associate,16,2025-04-19,2025-05-12,1811,8.4,Austria
Research Scientist,147893,USD,SE,FL,Predictive Systems,50,Associate,8,2024-05-05,2024-06-19,1746,5.9,Switzerland
Principal Data Scientist,69807,USD,EN,FT,Smart Analytics,0,Bachelor,0,2024-12-14,2024-12-31,1431,8.4,United States
AI Software Engineer,67824,GBP,EN,FT,Quantum Computing Inc,0,Bachelor,0,2024-05-06,2024-06-21,1121,9.7,Switzerland
Data Engineer,141523,USD,EX,PT,Future Systems,0,Associate,10,2024-01-21,2024-02-24,872,9.6,South Korea
Data Analyst,122796,USD,SE,PT,Digital Transformation LLC,100,PhD,9,2024-08-20,2024-09-16,1075,5.5,India
AI Consultant,81885,USD,MI,PT,Cloud AI Solutions,0,PhD,3,2024-12-07,2025-02-05,1057,9.0,United States
Data Analyst,118505,GBP,SE,CT,Predictive Systems,50,Bachelor,5,2025-03-15,2025-04-17,677,8.6,United Kingdom
Robotics Engineer,133565,USD,SE,PT,Cognitive Computing,100,Master,5,2024-12-21,2025-02-26,768,8.0,South Korea
Data Analyst,60019,GBP,EN,CT,Cognitive Computing,100,PhD,1,2024-03-11,2024-03-31,618,5.2,United Kingdom
ML Ops Engineer,76875,USD,EN,PT,Algorithmic Solutions,0,Bachelor,0,2024-04-15,2024-06-17,1637,8.3,Switzerland
Deep Learning Engineer,64400,USD,EN,CT,AI Innovations,0,Bachelor,1,2024-10-20,2024-12-19,1385,8.7,Australia
Autonomous Systems Engineer,68857,USD,MI,CT,Quantum Computing Inc,0,Master,3,2025-01-27,2025-03-23,2300,10.0,Japan
Computer Vision Engineer,97840,USD,SE,PT,Future Systems,100,Bachelor,7,2024-06-06,2024-07-21,1713,7.7,Switzerland
Machine Learning Engineer,168619,USD,EX,FT,Predictive Systems,100,Bachelor,18,2024-07-04,2024-08-01,2429,7.3,China
Machine Learning Researcher,118132,GBP,SE,FL,Cloud AI Solutions,100,Associate,8,2024-12-17,2025-01-30,2489,8.9,United Kingdom
Principal Data Scientist,81112,USD,SE,FL,Digital Transformation LLC,100,PhD,7,2025-03-03,2025-04-29,655,7.5,Canada
Head of AI,111502,GBP,MI,FL,Predictive Systems,0,Master,4,2024-08-31,2024-10-27,1184,7.7,United Kingdom
NLP Engineer,151610,USD,SE,PT,Cloud AI Solutions,100,Associate,5,2025-04-03,2025-05-22,686,5.3,United States
Machine Learning Engineer,95128,USD,SE,FL,Future Systems,100,Bachelor,7,2024-12-15,2025-01-02,1905,9.8,Austria
Machine Learning Engineer,136733,GBP,SE,FL,Smart Analytics,0,PhD,8,2025-03-21,2025-05-18,1291,8.8,United Kingdom
ML Ops Engineer,69822,USD,MI,FL,Quantum Computing Inc,50,Bachelor,3,2024-06-26,2024-08-04,1558,8.9,United Kingdom
Machine Learning Researcher,88380,USD,EN,PT,Neural Networks Co,50,Bachelor,0,2025-04-18,2025-05-08,1196,5.3,Switzerland
NLP Engineer,199482,EUR,EX,PT,TechCorp Inc,50,Bachelor,18,2025-02-17,2025-04-30,1230,5.0,France
Deep Learning Engineer,56268,USD,MI,FT,TechCorp Inc,50,Bachelor,4,2025-03-08,2025-04-03,1777,6.8,Austria
Data Engineer,142301,EUR,EX,PT,Future Systems,50,Master,12,2024-03-14,2024-05-18,972,9.9,France
NLP Engineer,178371,USD,EX,CT,DeepTech Ventures,0,Associate,15,2025-04-08,2025-06-20,1723,5.2,India
Computer Vision Engineer,157412,USD,EX,CT,Cognitive Computing,50,Associate,12,2024-06-27,2024-09-05,900,5.4,Israel
AI Software Engineer,250562,USD,EX,CT,Cognitive Computing,0,Associate,12,2025-02-07,2025-03-06,2407,7.7,Switzerland
Data Engineer,167401,USD,EX,FT,AI Innovations,50,Bachelor,14,2024-12-25,2025-02-01,1124,8.5,Canada
Computer Vision Engineer,85328,EUR,EN,CT,Smart Analytics,0,Bachelor,0,2024-10-25,2024-11-28,1225,6.0,Denmark
AI Consultant,94160,USD,SE,FT,Future Systems,100,Associate,5,2025-04-05,2025-05-21,1064,5.3,South Korea
NLP Engineer,147732,USD,EX,PT,Neural Networks Co,100,Master,17,2024-06-01,2024-07-17,823,7.4,Japan
Autonomous Systems Engineer,50749,USD,EN,FL,Predictive Systems,50,Master,0,2024-04-28,2024-06-03,2177,7.1,Canada
AI Consultant,222223,EUR,EX,PT,Predictive Systems,0,PhD,19,2024-04-27,2024-06-28,2274,7.9,Netherlands
Data Analyst,47958,USD,EN,PT,Advanced Robotics,50,Bachelor,0,2025-02-03,2025-03-26,1951,6.4,Finland
Data Scientist,52877,USD,EN,FL,Future Systems,50,PhD,1,2024-08-22,2024-09-11,2471,5.3,Israel
AI Research Scientist,138782,USD,EX,CT,DeepTech Ventures,0,Bachelor,19,2025-02-08,2025-04-11,1137,6.3,Finland
AI Specialist,66150,USD,SE,FT,TechCorp Inc,100,Master,5,2025-03-03,2025-04-30,819,6.4,Ireland
Principal Data Scientist,178470,USD,EX,FT,Quantum Computing Inc,100,PhD,18,2024-02-16,2024-03-23,1577,7.8,Singapore
Deep Learning Engineer,62936,USD,MI,PT,AI Innovations,100,Bachelor,3,2024-10-09,2024-11-23,1626,9.3,Canada
Machine Learning Engineer,159003,USD,EX,FT,Predictive Systems,50,PhD,11,2024-02-05,2024-03-31,1743,7.7,Japan
Computer Vision Engineer,98694,USD,EX,CT,Predictive Systems,50,Master,15,2024-05-17,2024-07-22,957,7.4,China
Data Engineer,50471,USD,EN,FT,DataVision Ltd,100,Bachelor,1,2025-01-19,2025-02-26,2465,9.1,China
AI Software Engineer,104460,USD,MI,FL,Predictive Systems,0,Bachelor,3,2025-03-30,2025-05-03,1126,6.6,Netherlands
Research Scientist,63711,USD,EN,PT,Future Systems,0,Master,0,2024-08-11,2024-09-21,540,7.5,India
Data Analyst,64384,USD,EN,PT,Smart Analytics,0,PhD,0,2024-02-23,2024-03-31,887,6.3,Finland
AI Architect,223296,USD,SE,FL,Neural Networks Co,0,Master,5,2025-04-30,2025-05-26,2342,9.2,Australia
Autonomous Systems Engineer,73372,USD,SE,PT,Advanced Robotics,50,PhD,9,2024-02-22,2024-04-20,2398,8.1,Finland
Machine Learning Researcher,92458,EUR,MI,FT,Digital Transformation LLC,50,Associate,3,2024-05-05,2024-06-04,1146,8.1,France
AI Product Manager,80483,USD,MI,PT,Algorithmic Solutions,50,Bachelor,2,2025-03-02,2025-03-25,2022,8.8,Finland
Machine Learning Researcher,71730,USD,MI,FT,DeepTech Ventures,100,PhD,2,2024-04-27,2024-05-28,1083,9.5,Germany
Machine Learning Researcher,186565,USD,EX,PT,Cognitive Computing,0,Master,19,2025-04-23,2025-06-20,1343,6.6,Israel
Robotics Engineer,114225,USD,SE,PT,Cloud AI Solutions,50,Master,9,2024-06-06,2024-06-23,729,8.4,Finland
AI Software Engineer,160286,USD,EX,FT,TechCorp Inc,0,PhD,19,2025-03-14,2025-04-24,1451,8.9,South Korea
Head of AI,60957,USD,MI,CT,Future Systems,100,PhD,4,2024-03-24,2024-05-21,798,7.8,Ireland
Autonomous Systems Engineer,90148,USD,MI,FL,Smart Analytics,50,PhD,4,2025-04-11,2025-06-07,2220,9.0,Canada
Data Analyst,105723,USD,SE,CT,TechCorp Inc,50,Bachelor,5,2024-12-09,2025-01-02,744,6.7,India
Data Scientist,388754,USD,EX,CT,DeepTech Ventures,0,Master,16,2024-06-20,2024-08-11,829,8.6,United States
AI Consultant,45129,USD,EN,CT,Cloud AI Solutions,50,Master,1,2025-02-18,2025-03-26,550,9.5,China
Data Engineer,68001,EUR,MI,FT,Neural Networks Co,100,Master,2,2024-02-24,2024-04-22,1983,6.2,France
Robotics Engineer,51736,USD,EN,FT,TechCorp Inc,50,Master,0,2024-03-09,2024-05-02,566,7.3,India
Data Scientist,112035,USD,SE,CT,DataVision Ltd,50,Associate,8,2024-08-01,2024-08-31,1524,6.6,Canada
Data Engineer,55619,EUR,EN,CT,Cognitive Computing,100,PhD,1,2024-01-22,2024-02-05,716,9.9,France
AI Research Scientist,56796,USD,EN,PT,Cognitive Computing,50,Associate,1,2024-03-11,2024-05-08,821,9.4,Ireland
Robotics Engineer,61808,USD,EN,CT,TechCorp Inc,0,Master,0,2024-03-26,2024-05-19,786,5.4,Sweden
AI Consultant,78751,USD,MI,CT,TechCorp Inc,100,Master,3,2025-04-07,2025-05-20,893,7.7,Netherlands
AI Architect,238449,USD,EX,PT,Cloud AI Solutions,50,Associate,15,2025-01-15,2025-02-21,1595,5.3,United States
AI Research Scientist,81908,USD,EN,FL,Predictive Systems,100,Associate,0,2025-04-04,2025-05-03,1599,5.7,Australia
Machine Learning Engineer,79556,USD,SE,CT,DataVision Ltd,100,Master,7,2024-12-29,2025-02-19,1131,8.7,India
NLP Engineer,70609,USD,EN,CT,Digital Transformation LLC,100,Bachelor,1,2025-03-06,2025-04-11,1118,8.7,Denmark
Principal Data Scientist,100354,GBP,MI,PT,Autonomous Tech,100,Master,2,2024-04-15,2024-05-22,2134,9.0,Switzerland
NLP Engineer,62606,USD,MI,CT,AI Innovations,100,Master,3,2024-08-24,2024-09-27,832,9.6,Canada
NLP Engineer,44279,USD,EN,CT,Algorithmic Solutions,0,PhD,1,2024-05-02,2024-07-13,539,5.0,Austria
Research Scientist,36995,USD,EN,FL,Future Systems,0,Bachelor,0,2025-02-26,2025-04-21,1309,8.6,Finland
Principal Data Scientist,193149,EUR,EX,CT,Autonomous Tech,50,Associate,15,2024-07-27,2024-09-16,1792,9.6,Germany
Data Scientist,88722,USD,MI,PT,Digital Transformation LLC,100,PhD,3,2024-11-19,2025-01-17,2330,8.2,Sweden
Data Scientist,145098,EUR,SE,PT,Predictive Systems,100,Master,8,2024-08-24,2024-10-11,1349,6.0,Netherlands
AI Consultant,83381,USD,MI,PT,Advanced Robotics,0,Master,3,2024-10-19,2024-11-29,2296,5.2,Switzerland
Autonomous Systems Engineer,46591,USD,EN,FT,Digital Transformation LLC,100,Master,1,2024-08-19,2024-10-15,690,6.4,Japan
Data Scientist,99604,USD,EX,PT,Smart Analytics,50,Master,11,2024-01-04,2024-02-24,849,5.0,Japan
AI Research Scientist,262339,USD,EX,FL,Future Systems,0,Associate,12,2024-08-09,2024-09-17,1881,5.4,Norway
Machine Learning Researcher,58899,USD,EN,FL,Cognitive Computing,50,Master,1,2025-01-18,2025-03-11,1802,8.3,Canada
Research Scientist,109939,USD,MI,FL,DataVision Ltd,100,PhD,4,2024-07-31,2024-09-26,2145,9.4,Denmark
NLP Engineer,32587,USD,EN,FL,Cognitive Computing,100,Bachelor,0,2025-04-06,2025-05-06,1031,8.4,United Kingdom
Robotics Engineer,102069,USD,MI,PT,Algorithmic Solutions,50,Associate,2,2024-10-19,2024-11-26,887,7.4,Norway
AI Specialist,153376,USD,EX,FL,Neural Networks Co,0,Master,12,2024-08-12,2024-10-07,1254,8.0,Finland
Autonomous Systems Engineer,92574,USD,EN,PT,Digital Transformation LLC,50,PhD,1,2024-10-06,2024-11-26,1951,5.2,Switzerland
ML Ops Engineer,92858,USD,SE,FL,Smart Analytics,50,Associate,6,2024-12-16,2025-01-29,1124,8.9,Australia
Data Scientist,84172,EUR,EN,FT,Cognitive Computing,0,Bachelor,1,2024-08-13,2024-10-22,2213,6.3,Israel
AI Consultant,66601,USD,SE,CT,Cloud AI Solutions,100,Master,5,2024-06-23,2024-08-12,809,8.5,Japan
Data Scientist,99818,USD,SE,PT,Machine Intelligence Group,100,Master,6,2024-07-03,2024-08-17,1210,9.7,South Korea
Deep Learning Engineer,96240,USD,SE,CT,Cognitive Computing,100,Bachelor,8,2025-03-21,2025-05-10,1105,5.2,Japan
AI Software Engineer,72389,EUR,MI,FT,Neural Networks Co,100,Bachelor,2,2024-05-06,2024-05-29,2438,6.7,Germany
Head of AI,118570,USD,SE,FL,Smart Analytics,0,Associate,8,2025-01-15,2025-02-08,2479,8.9,Austria
NLP Engineer,56276,USD,MI,FL,Machine Intelligence Group,0,PhD,3,2024-10-20,2024-12-15,2408,9.1,China
AI Architect,93369,USD,EX,CT,Digital Transformation LLC,0,Bachelor,13,2024-06-22,2024-08-15,658,8.8,Ireland
Data Analyst,115634,USD,SE,FL,Digital Transformation LLC,50,Master,9,2025-01-12,2025-02-17,639,8.7,India
Machine Learning Engineer,215782,USD,EX,FL,DataVision Ltd,50,PhD,13,2024-06-22,2024-08-18,1841,7.8,Switzerland
AI Specialist,110858,USD,MI,FL,DataVision Ltd,50,Master,4,2024-01-08,2024-01-31,1052,5.3,Denmark
Autonomous Systems Engineer,77926,USD,EN,PT,Digital Transformation LLC,0,PhD,1,2024-07-28,2024-08-12,1269,7.0,Sweden
AI Product Manager,115976,USD,EX,CT,DeepTech Ventures,100,Master,12,2024-01-15,2024-02-23,1437,8.8,Austria
Principal Data Scientist,71134,EUR,EN,CT,AI Innovations,50,Master,1,2025-01-10,2025-02-11,1395,9.2,France
Computer Vision Engineer,63231,EUR,EN,PT,Smart Analytics,50,Bachelor,1,2024-12-12,2025-02-21,1631,6.8,Germany
AI Consultant,96419,USD,MI,CT,TechCorp Inc,0,PhD,3,2025-01-12,2025-02-09,1515,6.5,United States
Data Analyst,221235,GBP,EX,FT,Predictive Systems,0,Associate,13,2024-04-14,2024-05-02,2121,7.6,Australia
AI Specialist,213785,USD,EX,FT,Autonomous Tech,100,Master,13,2024-01-29,2024-03-13,1813,9.5,Canada
AI Software Engineer,59378,USD,EN,PT,Digital Transformation LLC,100,PhD,0,2024-06-02,2024-08-14,749,5.7,Japan
AI Architect,61374,USD,EN,CT,DeepTech Ventures,50,Associate,1,2024-03-18,2024-05-15,509,6.6,Denmark
Machine Learning Researcher,77579,USD,EN,FL,TechCorp Inc,50,PhD,0,2025-04-01,2025-04-28,1103,8.9,Norway
AI Research Scientist,61122,USD,EN,CT,Autonomous Tech,50,Associate,0,2024-03-31,2024-05-04,2180,9.6,Ireland
Machine Learning Engineer,53318,USD,MI,FT,Cloud AI Solutions,0,Bachelor,3,2024-07-06,2024-08-28,2199,6.6,Canada
Data Engineer,182747,USD,EX,FT,Digital Transformation LLC,100,Bachelor,15,2024-10-05,2024-12-13,2290,7.2,China
Head of AI,138496,USD,SE,CT,Digital Transformation LLC,100,Associate,5,2024-10-25,2024-11-26,1377,5.9,Ireland
Machine Learning Engineer,79744,USD,SE,PT,Cloud AI Solutions,0,Associate,8,2024-08-07,2024-09-27,2435,6.1,Norway
AI Consultant,133437,USD,EX,PT,Future Systems,50,Associate,13,2024-08-13,2024-10-04,1342,7.8,Austria
AI Architect,90174,USD,EN,FL,Machine Intelligence Group,50,Bachelor,1,2025-01-06,2025-01-30,662,8.2,Denmark
Data Scientist,87820,USD,SE,FT,Machine Intelligence Group,0,Associate,7,2025-04-09,2025-05-30,1762,8.4,Finland
Robotics Engineer,66990,USD,MI,FL,Future Systems,0,PhD,3,2024-05-16,2024-06-06,1431,8.3,Israel
Machine Learning Engineer,122069,EUR,SE,CT,Quantum Computing Inc,100,PhD,6,2024-04-04,2024-05-09,1600,7.0,China
Computer Vision Engineer,56318,EUR,EN,FL,DeepTech Ventures,0,Bachelor,1,2024-11-26,2025-02-03,1619,6.2,United Kingdom
AI Product Manager,45830,EUR,EN,FT,Autonomous Tech,50,Bachelor,1,2024-12-26,2025-02-17,2472,6.2,France
NLP Engineer,70207,USD,EN,PT,Algorithmic Solutions,50,PhD,1,2024-08-21,2024-10-10,1142,8.8,Singapore
AI Software Engineer,84101,USD,EN,CT,Quantum Computing Inc,50,Associate,0,2025-03-03,2025-05-05,1888,7.5,Switzerland
AI Product Manager,57591,USD,EN,CT,DataVision Ltd,0,PhD,1,2024-05-17,2024-07-02,1937,6.4,Singapore
ML Ops Engineer,45158,USD,EN,CT,Predictive Systems,100,PhD,1,2024-01-13,2024-01-28,1988,9.2,Israel
Head of AI,132585,USD,EX,FT,Cognitive Computing,100,Master,12,2025-03-07,2025-04-01,576,5.5,Finland
ML Ops Engineer,99055,EUR,MI,PT,Smart Analytics,0,PhD,2,2024-08-12,2024-10-01,1031,5.8,Germany
Head of AI,212847,USD,SE,FT,Algorithmic Solutions,0,Bachelor,9,2024-05-20,2024-06-26,1146,7.3,Switzerland
AI Architect,135102,USD,EX,PT,Smart Analytics,100,Master,17,2024-08-14,2024-09-05,2160,9.1,China
ML Ops Engineer,63685,USD,EN,FT,DataVision Ltd,0,Associate,0,2025-01-06,2025-03-14,912,6.6,Australia
AI Consultant,122593,USD,SE,FL,Algorithmic Solutions,100,Master,7,2024-05-21,2024-07-19,832,6.4,South Korea
AI Product Manager,107056,USD,MI,CT,TechCorp Inc,50,PhD,4,2024-06-14,2024-07-09,1715,9.9,Norway
Research Scientist,53318,USD,EN,PT,Autonomous Tech,50,PhD,0,2024-01-21,2024-02-22,2277,7.5,Japan
Data Scientist,90704,USD,EN,PT,TechCorp Inc,50,Bachelor,1,2024-05-15,2024-07-17,907,9.5,Denmark
Principal Data Scientist,125671,USD,SE,PT,Advanced Robotics,0,PhD,7,2024-03-30,2024-05-17,2126,6.2,Norway
Research Scientist,62031,USD,MI,FL,Cognitive Computing,50,PhD,4,2025-04-25,2025-06-28,794,8.3,United Kingdom
Data Engineer,171375,EUR,EX,PT,Algorithmic Solutions,0,Master,17,2024-02-11,2024-04-04,2056,9.3,Netherlands
AI Software Engineer,69220,USD,MI,CT,Predictive Systems,100,Associate,2,2024-01-08,2024-02-26,571,10.0,South Korea
Research Scientist,80383,USD,EN,FT,AI Innovations,0,Associate,0,2024-08-15,2024-09-13,1760,7.5,Norway
Head of AI,175527,USD,SE,PT,Advanced Robotics,100,PhD,6,2024-05-01,2024-06-12,1990,5.9,Norway
Autonomous Systems Engineer,141125,EUR,EX,FT,Neural Networks Co,100,Bachelor,14,2024-06-17,2024-07-18,1415,5.4,Netherlands
Research Scientist,305621,USD,EX,FL,Future Systems,100,Bachelor,19,2024-07-06,2024-09-08,550,6.6,Norway
Robotics Engineer,187599,EUR,EX,CT,DataVision Ltd,0,PhD,11,2025-02-11,2025-04-11,2377,7.5,Germany
AI Consultant,33959,USD,EN,PT,TechCorp Inc,0,Bachelor,1,2024-05-07,2024-06-28,1088,9.1,South Korea
AI Product Manager,229855,GBP,EX,FL,Advanced Robotics,0,PhD,16,2024-04-22,2024-05-09,979,5.1,Canada
Principal Data Scientist,85361,EUR,MI,PT,Machine Intelligence Group,50,PhD,2,2025-04-21,2025-06-27,1150,6.0,Germany
Computer Vision Engineer,80376,USD,SE,FL,Cloud AI Solutions,50,Associate,5,2024-06-21,2024-08-30,1419,7.7,South Korea
Principal Data Scientist,45147,USD,EN,CT,Neural Networks Co,100,Associate,0,2024-02-13,2024-03-05,1935,7.6,Japan
Computer Vision Engineer,46236,USD,MI,FL,Predictive Systems,100,PhD,4,2024-08-23,2024-09-18,1762,6.9,Ireland
Data Engineer,72594,USD,MI,PT,Quantum Computing Inc,100,Associate,3,2024-10-31,2024-11-18,1829,7.0,India
Head of AI,119767,USD,SE,FL,Predictive Systems,100,Bachelor,5,2024-10-12,2024-11-26,1702,9.6,United States
Machine Learning Researcher,141385,USD,EX,CT,Neural Networks Co,0,Master,15,2025-03-09,2025-04-26,1804,6.9,Japan
Autonomous Systems Engineer,231393,USD,EX,FT,Future Systems,0,Bachelor,12,2025-01-26,2025-04-03,861,8.9,Canada
AI Software Engineer,58405,EUR,EN,FT,Autonomous Tech,100,PhD,1,2025-02-18,2025-03-26,783,9.2,France
Robotics Engineer,60440,USD,EN,PT,Algorithmic Solutions,0,Associate,1,2025-04-15,2025-05-31,1122,7.6,India
Head of AI,195647,USD,SE,FL,Cloud AI Solutions,100,Associate,9,2024-08-07,2024-09-07,1794,7.0,Germany
Data Analyst,298418,USD,EX,FL,Cloud AI Solutions,0,Master,12,2024-05-11,2024-07-23,1438,8.3,Denmark
Research Scientist,182777,USD,SE,FL,Predictive Systems,50,PhD,6,2025-01-31,2025-04-02,2238,5.8,Norway
AI Research Scientist,87006,EUR,MI,PT,Cloud AI Solutions,50,Master,3,2024-01-08,2024-02-24,758,9.9,Germany
Machine Learning Engineer,69827,GBP,EN,CT,Cloud AI Solutions,0,Master,1,2024-10-11,2024-10-26,1069,9.7,United Kingdom
NLP Engineer,206945,EUR,EX,PT,Future Systems,100,Bachelor,12,2025-04-10,2025-06-13,1994,5.9,Germany
Autonomous Systems Engineer,99795,USD,EN,FL,Algorithmic Solutions,100,Bachelor,1,2024-05-20,2024-06-11,517,6.9,Switzerland
